"","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_TEMP_EQUIL","P_TYPE","S_RADIUS_EST","S_TYPE_TEMP","P_HABITABLE"
"Kepler-272 d",-0.38365122111514,-0.292034015971905,0.158916063993858,"Superterran",-0.179399125710124,"K","non-habitable"
"Kepler-548 b",-0.473815623288835,-0.724751899611897,0.632734614979817,"Jovian",-0.188803313224899,"G","non-habitable"
"Kepler-1595 b",-0.47593890402268,-0.713759834521385,0.461826488501112,"Terran",-0.220150604940816,"K","non-habitable"
"Kepler-690 b",-0.410093626217632,-0.463750586359635,0.60054858896876,"Neptunian",-0.107300354763515,"G","non-habitable"
"K2-90 c",-0.513164838026654,-0.909945243527823,0.320976596074886,"Terran",-0.276575730029467,"K","non-habitable"
"Kepler-800 b",-0.344898563695258,-0.161035020511751,-0.0651467680748247,"Neptunian",-0.213881146597633,"G","non-habitable"
"WASP-62 b",-0.46729531483164,-0.729047370378223,1.01186349948113,"Jovian",-0.0853572505623736,"F","non-habitable"
"Kepler-971 b",-0.398023492315574,-0.35815642951406,0.183716003381388,"Superterran",-0.204476959082858,"G","non-habitable"
"HAT-P-56 b",-0.492840126632316,-0.925729903758972,1.39886194162727,"Jovian",-0.010123750444173,"F","non-habitable"
"Kepler-1162 b",-0.166193189704571,0.279066851030401,-0.461794308114039,"Superterran",-0.20761168825445,"G","non-habitable"
"Kepler-793 b",-0.475634035218271,-0.746722616521427,0.758410828508699,"Terran",-0.166860209023758,"G","non-habitable"
"GJ 3138 d",0.703606484742023,1.40748856929141,-2.41588547031802,"Neptunian",-0.314192480088567,"M","non-habitable"
"HD 195019 b",-0.275667932366646,-0.0294528566551471,0.310319527952603,"Jovian",-0.00698902127258133,"G","non-habitable"
"WASP-7 b",-0.450562776237828,-0.676255251243506,1.07325722974764,"Jovian",-0.0226626671305398,"F","non-habitable"
"Kepler-678 b",-0.426917730922877,-0.494462152195102,0.384513956340935,"Neptunian",-0.185668584053308,"G","non-habitable"
"Kepler-250 d",-0.303857394298594,-0.0455970588543427,-0.241005391494834,"Superterran",-0.217015875769225,"K","non-habitable"
"Kepler-407 c",3.39223518194012,2.76132559734368,-2.62223041268802,"Jovian",-0.154321292337391,"G","non-habitable"
"HD 219134 c",-0.442242732311117,-0.5296366535031,0.0947164506760009,"Superterran",-0.226420063284,"K","non-habitable"
"K2-237 b",-0.512452513055325,-1.02269901417787,1.39909152496366,"Jovian",-0.0383363129884983,"F","non-habitable"
"GJ 433 b",-0.45450149735579,-0.488099142441946,-0.647042445144797,"Superterran",-0.314192480088567,"M","non-habitable"
"Kepler-259 c",-0.115019716513438,0.346554910984736,-0.355081826182627,"Neptunian",-0.188803313224899,"G","non-habitable"
"Kepler-1254 b",-0.40049069269348,-0.337654277115676,-0.0328039891951728,"Superterran",-0.235824250798775,"K","non-habitable"
"Kepler-54 d",-0.30603926509999,0.0456060258925479,-0.825639176445298,"Superterran",-0.298518834230609,"M","non-habitable"
"Kepler-1376 b",-0.456485417565542,-0.644337686206652,0.621081115712939,"Terran",-0.166860209023758,"G","non-habitable"
"K2-118 b",-0.0591110799081778,0.520083870783098,-0.959384796546238,"Neptunian",-0.242093709141958,"K","non-habitable"
"HD 20781 c",-0.362564985566662,-0.16991408520435,0.0493649620013604,"Superterran",-0.187627391674948,"K","non-habitable"
"Kepler-1494 b",0.212970149480408,0.836600106978123,-0.843997164596212,"Neptunian",-0.176264396538533,"G","non-habitable"
"Kepler-1128 b",0.0452726052813873,0.623571580355444,-0.696277922517444,"Neptunian",-0.185668584053308,"G","non-habitable"
"K2-241 b",-0.239923364704807,0.175377124813384,-0.430229441357665,"Neptunian",-0.235824250798775,"K","non-habitable"
"Kepler-970 b",-0.333098347022299,-0.073290778500451,-0.506347723369011,"Neptunian",-0.260902084171508,"K","non-habitable"
"Kepler-130 d",0.188573368641196,0.814801804989638,-0.616816030227229,"Superterran",-0.116704542278291,"G","non-habitable"
"Kepler-251 b",-0.470786593442918,-0.69165569415238,0.602792586012193,"Terran",-0.191938042396491,"G","non-habitable"
"HD 204313 c",-0.129401008359668,0.31631862828623,-0.219225645646015,"Neptunian",-0.126108729793066,"G","non-habitable"
"Kepler-233 b",-0.415395465087136,-0.419806932933761,0.150391119362144,"Superterran",-0.232689521627183,"G","non-habitable"
"HD 117618 b",-0.190905143162785,0.154743615261226,-0.0677416532672239,"Jovian",-0.134872836958293,"G","non-habitable"
"Kepler-1277 b",-0.0943207884418868,0.400782789887149,-0.469116509318735,"Superterran",-0.182533854881716,"G","non-habitable"
"HATS-5 b",-0.467987188474732,-0.69429007213256,0.505667260114513,"Jovian",-0.198207500739674,"G","non-habitable"
"Kepler-619 c",-0.542198791029163,-1.22420677512285,1.53508804362802,"Superterran",-0.122974000621474,"G","non-habitable"
"Kepler-769 c",-0.293880130779696,-0.0971432806207808,0.358165922346253,"Superterran",-0.0696836047044151,"F","non-habitable"
"WASP-13 b",-0.485410541880122,-0.735096849475631,1.14103810068659,"Jovian",-0.0414710421600899,"G","non-habitable"
"Kepler-358 b",-0.129197869610318,0.303169226600242,-0.29652839530946,"Neptunian",-0.173129667366941,"G","non-habitable"
"WASP-35 b",-0.494618586401928,-0.87418173122978,1.0363588092621,"Jovian",-0.132378188136249,"G","non-habitable"
"Kepler-1553 b",-0.481139037849619,-0.746608546828234,0.530208578234277,"Terran",-0.217015875769225,"K","non-habitable"
"Kepler-301 c",-0.45450149735579,-0.634769483360148,0.594447391988378,"Terran",-0.188803313224899,"G","non-habitable"
"Kepler-93 b",-0.46213196769008,-0.697814032386761,0.66366160652699,"Superterran",-0.163725479852166,"G","non-habitable"
"Kepler-259 b",-0.410835394583633,-0.441034049730411,0.416315351170458,"Neptunian",-0.188803313224899,"G","non-habitable"
"Kepler-1148 b",-0.5502804378715,-1.25085495022272,1.12001241180064,"Superterran",-0.229554792455591,"K","non-habitable"
"Kepler-196 b",-0.279983784742229,0.0391435324695409,-0.342696805099927,"Superterran",-0.226420063284,"K","non-habitable"
"Kepler-1465 b",-0.193949796915966,0.266817947035899,-0.735493727353478,"Superterran",-0.248363167485142,"K","non-habitable"
"WASP-157 b",-0.478033181619323,-0.778156102784851,0.877183365196457,"Jovian",-0.126108729793066,"G","non-habitable"
"Kepler-1350 b",-0.492648745476441,-0.720447177454263,-0.20625207755013,"Neptunian",-0.304788292573792,"M","non-habitable"
"Kepler-529 c",-0.341870156883736,-0.210550437571552,0.383946673239929,"Superterran",-0.113569813106699,"F","non-habitable"
"Kepler-635 b",-0.198652885498962,0.104038625077542,0.258058468711389,"Neptunian",0.00241516624219375,"F","non-habitable"
"Kepler-1004 b",-0.451048514860977,-0.646171631676346,1.34953788429691,"Jovian",0.591744250501432,"K","non-habitable"
"Kepler-1316 b",0.215417924781912,0.817636109382029,-0.653596626514526,"Neptunian",-0.119839271449882,"G","non-habitable"
"Kepler-148 c",-0.477799086919745,-0.753242141210989,0.540297616307381,"Neptunian",-0.204476959082858,"K","non-habitable"
"K2-47 b",-0.19528322848201,0.263602594248652,-0.578477796698148,"Superterran",-0.232689521627183,"K","non-habitable"
"Kepler-981 b",-0.471402783253142,-0.723177768437568,0.716610677815098,"Superterran",-0.169994938195349,"G","non-habitable"
"HATS-26 b",-0.484010142109796,-0.855799017655601,1.46048937816505,"Jovian",0.168555812336553,"F","non-habitable"
"Kepler-366 b",-0.489531220395136,-0.858428430101112,1.03211027224674,"Terran",-0.141782375651024,"F","non-habitable"
"HD 185269 b",-0.415395465087136,-0.524454362673776,1.03688648374817,"Jovian",0.156016895650187,"G","non-habitable"
"Kepler-106 d",-0.227187969488552,0.115896858264951,-0.0456707444195998,"Superterran",-0.144917104822616,"G","non-habitable"
"Kepler-1245 c",-0.50567985859938,-0.904887116795356,0.738402076786342,"Terran",-0.210746417426041,"G","non-habitable"
"Kepler-691 b",-0.445382867309578,-0.441090900891914,-0.586895738280178,"Superterran",-0.314192480088567,"M","non-habitable"
"K2-26 b",-0.371964145381734,-0.145386949570656,-0.840070394809749,"Neptunian",-0.307923021745384,"M","non-habitable"
"WASP-161 b",-0.437632626305407,-0.635888014725446,1.1435008764991,"Jovian",0.0651097496740276,"F","non-habitable"
"HAT-P-2 b",-0.435698957332794,-0.616611543321724,0.943339829579437,"Jovian",-0.0352015838169066,"F","non-habitable"
"Kepler-743 b",-0.497914998174194,-0.871839336243072,0.744473826869626,"Terran",-0.204476959082858,"G","non-habitable"
"Kepler-218 b",-0.487180309363332,-0.816530985018774,0.837861298090441,"Terran",-0.138647646479432,"G","non-habitable"
"K2-54 b",-0.438093247988982,-0.348149271982351,-0.799312860904772,"Terran",-0.351809230147667,"M","non-habitable"
"Kepler-993 b",-0.302320927105858,0.0723227927397367,-1.00410511223481,"Neptunian",-0.3016535634022,"M","non-habitable"
"WTS-2 b",-0.55254342279865,-1.27383840721559,1.12118807290966,"Jovian",-0.235824250798775,"K","non-habitable"
"HATS-23 b",-0.515612059421262,-1.02619120387776,1.23830991244973,"Jovian",-0.0947614380771487,"G","non-habitable"
"HD 47366 c",1.97904813288814,1.94577863935549,-0.705646941942517,"Jovian",1.81742335659378,"K","non-habitable"
"HATS-11 b",-0.476161048007823,-0.816548804684777,1.31832999870879,"Jovian",0.0118193537569688,"G","non-habitable"
"KIC 8540376 b",-0.151604502123652,0.266518133333046,0.0997037778080062,"Neptunian",-0.0759530630475985,"F","non-habitable"
"K2-131 b",-0.574479703641648,-1.48826847691817,1.70560515271257,"Superterran",-0.235824250798775,"K","non-habitable"
"Kepler-225 c",-0.33900190436873,-0.0126522095192871,-1.05227379134335,"Superterran",-0.32046193843175,"M","non-habitable"
"Kepler-213 c",-0.461467616226785,-0.688608909759414,0.82177993852889,"Superterran",-0.0947614380771487,"G","non-habitable"
"Kepler-608 b",-0.437091655764325,-0.555271342131347,0.593476884477225,"Neptunian",-0.154321292337391,"G","non-habitable"
"KELT-6 b",-0.393052970036184,-0.457620937334952,0.880156385069734,"Jovian",0.0713792080172109,"F","non-habitable"
"Kepler-454 b",-0.3875547158513,-0.309299315255766,0.378503117207102,"Superterran",-0.141782375651024,"G","non-habitable"
"HD 20781 e",0.116853027477941,0.802108895080252,-0.875084048789181,"Neptunian",-0.187627391674948,"K","non-habitable"
"Kepler-1497 b",-0.404214064007614,-0.404302237303916,0.360783473157426,"Superterran",-0.173129667366941,"G","non-habitable"
"K2-213 b",-0.406463006972737,-0.440092251033301,0.580176595993521,"Superterran",-0.0947614380771487,"G","non-habitable"
"Kepler-588 b",-0.474807828944575,-0.74882516774446,0.800143619579323,"Neptunian",-0.157456021508982,"G","non-habitable"
"Kepler-537 b",-0.492149016109708,-0.862884996716469,0.892390966616368,"Terran",-0.160590750680574,"G","non-habitable"
"Kepler-119 c",-0.480141037831918,-0.759132673627265,0.637522159984498,"Terran",-0.20761168825445,"G","non-habitable"
"CoRoT-5 b",-0.479040042965554,-0.768613693312173,1.02754354089418,"Jovian",-0.0978961672487404,"F","non-habitable"
"Kepler-266 c",0.327375371036718,0.928385911274012,-0.8340056367106,"Neptunian",-0.148051833994207,"G","non-habitable"
"Kepler-403 b",-0.417678676859652,-0.510967343691815,0.782778909013464,"Terran",-0.0540099588464567,"F","non-habitable"
"K2-157 b",-0.573764481665037,-1.48990606354418,1.86476505896267,"Terran",-0.195072771568083,"G","non-habitable"
"Kepler-1526 b",-0.492554685388053,-0.782973451471164,0.275690195412819,"Superterran",-0.254632625828325,"K","non-habitable"
"Kepler-1444 b",-0.139334880351553,0.292989815311976,-0.227359534751517,"Superterran",-0.141782375651024,"G","non-habitable"
"HD 47186 c",2.40655333973494,2.32189225100191,-2.12542302670153,"Jovian",-0.132378188136249,"G","non-habitable"
"Kepler-626 b",-0.326517493980678,-0.148256514178649,0.203880926610976,"Superterran",-0.141782375651024,"G","non-habitable"
"Kepler-516 b",-0.158392085157709,0.134904118177533,0.613679608934376,"Neptunian",0.16228635399337,"F","non-habitable"
"Kepler-746 b",-0.492931328898165,-0.833254886929947,0.756125917463999,"Terran",-0.179399125710124,"G","non-habitable"
"47 UMa b",2.18312823917846,2.19622764714247,-1.85879736243647,"Jovian",-0.0853572505623736,"G","non-habitable"
"HD 120084 b",3.50129940752919,2.55960926257476,-1.20966388473681,"Jovian",2.38794406582347,"G","non-habitable"
"Kepler-461 b",-0.409105245749237,-0.429134927487087,0.337179630720088,"Neptunian",-0.185668584053308,"G","non-habitable"
"K2-63 b",-0.227206889173025,0.0267343891463389,0.518677571560652,"Neptunian",0.040031916301294,"F","non-habitable"
"HD 204313 b",2.85226293684665,2.51491058206849,-2.26576324270911,"Jovian",-0.126108729793066,"G","non-habitable"
"Kepler-110 c",-0.153695188312436,0.264998553689219,-0.0924174479781452,"Superterran",-0.110435083935107,"G","non-habitable"
"Kepler-1152 b",-0.543376568994212,-1.12418490688074,0.358738325155188,"Terran",-0.304788292573792,"K","non-habitable"
"K2-232 b",-0.355516856218809,-0.281438982170808,0.451494493163556,"Jovian",-0.107300354763515,"F","non-habitable"
"K2-155 b",-0.463328587200691,-0.560551851387356,-0.166977945933962,"Superterran",-0.289114646715834,"K","non-habitable"
"HD 98219 b",1.40634733911036,1.69411188132343,-0.738394687061066,"Jovian",0.971046480264026,"K","non-habitable"
"Kepler-307 b",-0.384867686990821,-0.316469606001299,0.0780288558773952,"Superterran",-0.217015875769225,"G","non-habitable"
"Kepler-316 c",-0.459143382203596,-0.525159234824268,-0.293865328868523,"Terran",-0.307923021745384,"K","non-habitable"
"Kepler-1290 b",-0.468613644645576,-0.700884283252656,0.659666525964388,"Terran",-0.179399125710124,"G","non-habitable"
"Kepler-174 c",-0.12108605598873,0.441058535435532,-0.928108989381466,"Terran",-0.276575730029467,"K","non-habitable"
"Kepler-1408 b",-0.49341591196961,-0.896344343995731,1.24303334590356,"Terran",-0.0477405005032733,"F","non-habitable"
"HD 147873 b",0.434651225359389,0.971722778088861,-0.307658540294477,"Jovian",0.246924041626346,"G","non-habitable"
"Kepler-1231 b",-0.377715335165785,-0.316641254688739,0.325243974108843,"Terran",-0.157456021508982,"G","non-habitable"
"K2-8 b",-0.395846906708677,-0.319788649596553,-0.0971794175065846,"Neptunian",-0.238958979970366,"K","non-habitable"
"Kepler-1042 b",-0.401197922141469,-0.330617662486077,-0.114084808251748,"Superterran",-0.24522843831355,"K","non-habitable"
"HD 113337 b",1.00561594089786,1.53331785481953,-0.932872660248591,"Jovian",-0.000719562929397941,"F","non-habitable"
"Kepler-228 c",-0.47312186895956,-0.758126712413181,0.850585462765252,"Neptunian",-0.154321292337391,"F","non-habitable"
"Kepler-1350 b.1",-0.492648745476441,-0.720447177454263,-0.20625207755013,"Neptunian",-0.304788292573792,"M","non-habitable"
"Kepler-605 c",-0.516492352814356,-0.992551028881635,0.92450908297848,"Terran",-0.195072771568083,"G","non-habitable"
"nu Oph b",2.01920902393462,1.80486433342995,-0.144830033983334,"Jovian",4.2625121104353,"K","non-habitable"
"Kepler-1076 b",-0.452883705512784,-0.57540120813533,0.164642976545119,"Subterran",-0.238958979970366,"K","non-habitable"
"Kepler-359 c",0.060339064644747,0.587765535985589,-0.396009667768064,"Neptunian",-0.129243458964657,"F","non-habitable"
"Kepler-149 d",0.512534228629085,1.14533363122574,-1.20192369027187,"Neptunian",-0.173129667366941,"G","non-habitable"
"Kepler-106 d.1",-0.227187969488552,0.115896858264951,-0.0456707444195998,"Superterran",-0.144917104822616,"G","non-habitable"
"WASP-107 b",-0.466122688255326,-0.609333184593473,0.00858858653811204,"Jovian",-0.2640368133431,"K","non-habitable"
"Kepler-597 b",-0.347389841369536,-0.203048169512391,0.157372373503605,"Superterran",-0.173129667366941,"G","non-habitable"
"Kepler-1102 b",-0.0168588008616795,0.52440426286132,-0.534948302453488,"Neptunian",-0.176264396538533,"G","non-habitable"
"Kepler-1421 b",-0.416563419112165,-0.51916863437227,0.888162035510708,"Terran",-0.0257973963021315,"F","non-habitable"
"Kepler-11 c",-0.347867116130664,-0.203030797251131,0.237112445881432,"Neptunian",-0.138647646479432,"G","non-habitable"
"HATS-30 b",-0.492967593590989,-0.872488924272553,0.996765524527303,"Jovian",-0.138647646479432,"G","non-habitable"
"Kepler-332 c",-0.332373916631731,-0.0968635051007868,-0.310358467075496,"Terran",-0.24522843831355,"K","non-habitable"
"Kepler-752 b",-0.292556525111831,-0.0117253139654267,-0.191234611601364,"Neptunian",-0.210746417426041,"G","non-habitable"
"WASP-4 b",-0.542589870950804,-1.19266430937517,1.25243926588864,"Jovian",-0.188803313224899,"G","non-habitable"
"Kepler-53 c",-0.105308298218869,0.369849652749831,-0.401066945843197,"Jovian",-0.191938042396491,"G","non-habitable"
"Kepler-472 b",-0.482329766541998,-0.75364621811767,0.422651166829514,"Neptunian",-0.226420063284,"K","non-habitable"
"Kepler-461 b.1",-0.409105245749237,-0.429134927487087,0.337179630720088,"Neptunian",-0.185668584053308,"G","non-habitable"
"HD 215497 b",-0.477799086919745,-0.780121288335834,0.490163962013222,"Superterran",-0.204476959082858,"K","non-habitable"
"K2-140 b",-0.434410689313217,-0.543717064674567,0.534652603110265,"Jovian",-0.160590750680574,"G","non-habitable"
"Kepler-155 c",-0.0650408229444043,0.538303081668002,-1.14273304872847,"Superterran",-0.276575730029467,"M","non-habitable"
"Kepler-112 c",-0.207625461360304,0.209160495315059,-0.335166041397843,"Superterran",-0.20761168825445,"G","non-habitable"
"HD 125595 b",-0.408558528004538,-0.353844166200886,-0.102704166068305,"Superterran",-0.238958979970366,"K","non-habitable"
"Kepler-1278 b",-0.49105222554386,-0.863944943099942,1.08569197178672,"Terran",-0.107300354763515,"F","non-habitable"
"Kepler-58 d",-0.0769433996982775,0.39098927559542,-0.20462183940153,"Neptunian",-0.116704542278291,"F","non-habitable"
"Kepler-269 c",-0.406283768659968,-0.440272033399082,0.422921100331088,"Superterran",-0.169994938195349,"G","non-habitable"
"Kepler-1486 b",0.0264369040173573,0.558397130159003,-0.400179591776545,"Superterran",-0.119839271449882,"G","non-habitable"
"Kepler-1361 b",-0.494248588962907,-0.821792635476964,0.558236449257003,"Terran",-0.223285334112408,"K","non-habitable"
"Kepler-1189 b",-0.479591809314882,-0.796651518633278,0.990256276925767,"Superterran",-0.107300354763515,"F","non-habitable"
"Kepler-1207 b",-0.33209524797615,-0.177690191863819,0.252882836017065,"Superterran",-0.138647646479432,"G","non-habitable"
"Kepler-332 d",-0.172229750937003,0.305544540963242,-0.696073138607831,"Terran",-0.24522843831355,"K","non-habitable"
"HD 5319 b",1.72228555511341,1.90603315637661,-1.01836829472106,"Jovian",0.801771104998075,"G","non-habitable"
"Kepler-369 c",-0.376901897067077,-0.134664944530156,-0.979751593519721,"Terran",-0.323596667603342,"M","non-habitable"
"HD 45364 b",0.679313355988049,1.33731916665613,-1.31080179381958,"Jovian",-0.167814342215361,"K","non-habitable"
"TOI 216 b",-0.298846429675344,-0.0624197800936584,-0.26878070009355,"Jovian",-0.20761168825445,"K","non-habitable"
"Kepler-271 c",-0.427274285123028,-0.485468062779595,0.36149192252605,"Terran",-0.198207500739674,"G","non-habitable"
"Kepler-329 c",-0.334581260557697,-0.0157166658668567,-0.783576627394166,"Superterran",-0.307923021745384,"K","non-habitable"
"K2-239 b",-0.49164896459463,-0.650395946852034,-0.68033974557467,"Terran",-0.358078688490851,"M","non-habitable"
"K2-6 b",-0.170576562849544,0.251706438570064,-0.226408477480045,"Superterran",-0.169994938195349,"G","non-habitable"
"WASP-47 d",-0.395013703927684,-0.388164788494999,0.429609366449385,"Neptunian",-0.113569813106699,"G","non-habitable"
"Kepler-106 d.2",-0.227187969488552,0.115896858264951,-0.0456707444195998,"Superterran",-0.144917104822616,"G","non-habitable"
"HD 118203 b",-0.431422667731135,-0.576467284128854,1.11264480158239,"Jovian",0.174825270679737,"K","non-habitable"
"NGC 2682 YBP 1194 b",-0.427850305528769,-0.515974235505071,0.523522573567549,"Jovian",-0.156978853034483,"G","non-habitable"
"Kepler-1451 b",-0.125480552757795,0.327245333885509,-0.30458407072291,"Neptunian",-0.160590750680574,"G","non-habitable"
"HD 215497 c",1.43015787341319,1.8426571034697,-2.0054615952305,"Jovian",-0.204476959082858,"K","non-habitable"
"Kepler-244 d",-0.275667932366646,0.0213388946980275,-0.212547859039272,"Superterran",-0.220150604940816,"G","non-habitable"
"Kepler-1071 b",-0.448337926393556,-0.572879062025682,0.314500846671155,"Superterran",-0.217015875769225,"K","non-habitable"
"K2-124 b",-0.480141037831918,-0.555186684638323,-0.634165740429075,"Neptunian",-0.348674500976076,"M","non-habitable"
"Kepler-984 b",-0.0748895044910311,0.429066682664832,-0.484156881785851,"Superterran",-0.179399125710124,"G","non-habitable"
"Kepler-397 b",-0.267058896257283,0.0762660845579843,-0.332654817208854,"Superterran",-0.229554792455591,"G","non-habitable"
"HD 45364 b.1",0.679313355988049,1.33731916665613,-1.31080179381958,"Jovian",-0.167814342215361,"K","non-habitable"
"HD 108341 b",2.10253487810991,2.22174100209624,-2.46030690593567,"Jovian",-0.223285334112408,"K","non-habitable"
"Kepler-241 b",-0.376901897067077,-0.215218603777399,-0.299036776643106,"Superterran",-0.260902084171508,"K","non-habitable"
"WASP-94 B b",-0.51672956279417,-1.05344319047659,1.40743311936154,"Jovian",-0.0477405005032733,"F","non-habitable"
"Kepler-1127 b",-0.460161851326998,-0.660825174033268,0.627239359458785,"Superterran",-0.173129667366941,"G","non-habitable"
"Kepler-274 b",-0.361225177794937,-0.260663278585268,0.33847145984992,"Superterran",-0.154321292337391,"F","non-habitable"
"Kepler-1086 b",-0.313112753108554,-0.0129307297069391,-0.631977367941468,"Superterran",-0.2640368133431,"K","non-habitable"
"HD 148284 b",1.07378948121747,1.55878179097864,-1.23292774135344,"Jovian",-0.00698902127258133,"K","non-habitable"
"K2-113 b",-0.444781981211304,-0.601482933739854,0.746277465446846,"Jovian",-0.0822225213907819,"G","non-habitable"
"GJ 3470 b",-0.511977744404753,-0.851417150467773,-0.113132611210963,"Neptunian",-0.298518834230609,"M","non-habitable"
"Kepler-299 d",-0.323564311156199,-0.128324350106787,0.128084398032727,"Superterran",-0.148051833994207,"G","non-habitable"
"HD 25015 b",4.25091352002931,3.14593220280576,-3.19315568215806,"Jovian",-0.210746417426041,"K","non-habitable"
"K2-201 c",-0.243308521844711,0.0886925897137215,-0.230992051825162,"Neptunian",-0.195072771568083,"G","non-habitable"
"Kepler-90 i",-0.311835727252653,-0.149568445141972,0.331845673226421,"Terran",-0.0947614380771487,"G","non-habitable"
"Kepler-254 b",-0.445243944805629,-0.600756000610809,0.590448066055642,"Neptunian",-0.185668584053308,"G","non-habitable"
"HD 217107 c",3.93391625889237,2.95628338015627,-2.74117508189034,"Jovian",-0.122974000621474,"G","non-habitable"
"Kepler-270 b",-0.347867116130664,-0.267645928221022,0.586931551426405,"Superterran",-0.0132584796157647,"F","non-habitable"
"HIP 5158 c",4.71946322576237,3.36921033019752,-3.5261792618553,"Jovian",-0.235824250798775,"K","non-habitable"
"Kepler-1473 b",-0.320626068719647,-0.150347282831267,0.275104193398859,"Terran",-0.129243458964657,"F","non-habitable"
"HD 133131 A b",1.59470240549457,1.91624080393548,-1.74236673353255,"Jovian",-0.148405180666429,"G","non-habitable"
"Kepler-334 c",-0.347867116130664,-0.213613601820364,0.288207605314286,"Terran",-0.135512917307841,"G","non-habitable"
"HD 1461 b",-0.446630356779797,-0.60523643347885,0.674467989638659,"Superterran",-0.132864102505137,"G","non-habitable"
"HD 132563 b",2.56427597675517,2.39454802734239,-2.07746672393716,"Jovian",-0.129243458964657,"F","non-habitable"
"HD 219134 d",-0.074955629839537,0.475080585229244,-0.890360785586863,"Neptunian",-0.226420063284,"K","non-habitable"
"Kepler-903 b",-0.380709069781724,-0.31986739189719,0.287331454644674,"Superterran",-0.166860209023758,"G","non-habitable"
"Kepler-299 b",-0.501319623311043,-0.906215820398391,0.954299906550262,"Terran",-0.148051833994207,"G","non-habitable"
"HD 183263 c",3.52437823715384,2.77406360329474,-2.40325525406354,"Jovian",-0.0853572505623736,"G","non-habitable"
"HD 169830 b",0.860605258615694,1.33413491952962,-0.774561340754752,"Jovian",0.0757897719616405,"F","non-habitable"
"HD 221420 b",6.70319495200771,3.87383904298206,-3.19335051815251,"Jovian",0.140094916547255,"G","non-habitable"
"Kepler-1065 b",-0.489298064748002,-0.817731580692509,0.789515301687526,"Neptunian",-0.179399125710124,"G","non-habitable"
"Kepler-1443 b",-0.507579809505213,-0.982905501567219,1.33927727924388,"Terran",-0.0728183338760068,"F","non-habitable"
"Kepler-1351 b",-0.557766935161103,-1.30264487111182,0.94786526584949,"Subterran",-0.260902084171508,"K","non-habitable"
"Kepler-357 d",-0.0571376737031172,0.50475311773129,-0.763939584542006,"Neptunian",-0.210746417426041,"K","non-habitable"
"Kepler-307 b.1",-0.384867686990821,-0.316469606001299,0.0780288558773952,"Superterran",-0.217015875769225,"G","non-habitable"
"WASP-104 b",-0.527024950779863,-1.10196820669696,1.10235944897737,"Jovian",-0.169994938195349,"G","non-habitable"
"Kepler-1611 b",-0.460645129997921,-0.656069538852574,0.597756389153816,"Terran",-0.179399125710124,"G","non-habitable"
"HATS-45 b",-0.465866430048081,-0.75243419144108,1.09889406548416,"Jovian",-0.06027941718964,"F","non-habitable"
"Kepler-923 b",-0.423019057168626,-0.517735578396542,0.73951566350919,"Terran",-0.0759530630475985,"G","non-habitable"
"Kepler-326 c",-0.475459365375746,-0.712118665196301,0.429706784787471,"Terran",-0.220150604940816,"K","non-habitable"
"Kepler-1332 b",-0.363203281162753,-0.250277425334346,0.140753684758229,"Terran",-0.188803313224899,"G","non-habitable"
"Kepler-259 b.1",-0.410835394583633,-0.441034049730411,0.416315351170458,"Neptunian",-0.188803313224899,"G","non-habitable"
"Kepler-1519 b",0.766288218996339,1.36995074852837,-1.36143214079794,"Jovian",-0.185668584053308,"G","non-habitable"
"Kepler-250 b",-0.482485222364755,-0.756654944487769,0.501861381504462,"Terran",-0.217015875769225,"K","non-habitable"
"Kepler-789 b",-0.402535607125561,-0.410204003576706,0.459818181271194,"Superterran",-0.151186563165799,"G","non-habitable"
"Kepler-385 c",-0.303857394298594,-0.124607724494403,0.324241996236033,"Neptunian",-0.116704542278291,"F","non-habitable"
"Kepler-153 c",-0.074955629839537,0.475580405980956,-0.574676092570017,"Neptunian",-0.191938042396491,"G","non-habitable"
"Kepler-1065 b.1",-0.489298064748002,-0.817731580692509,0.789515301687526,"Neptunian",-0.179399125710124,"G","non-habitable"
"WASP-74 b",-0.519699442350635,-1.03018490859124,1.46236697342585,"Jovian",-0.0257973963021315,"F","non-habitable"
"K2-43 b",-0.506050861146093,-0.834520025734772,0.00621561840265191,"Neptunian",-0.285979917544242,"M","non-habitable"
"Kepler-1553 b.1",-0.481139037849619,-0.746608546828234,0.530208578234277,"Terran",-0.217015875769225,"K","non-habitable"
"HD 163607 c",2.40293082279863,2.28756915095333,-1.78381243719385,"Jovian",0.080783395531986,"G","non-habitable"
"Kepler-120 b",-0.466122688255326,-0.562775943527013,-0.278520222210021,"Superterran",-0.304788292573792,"M","non-habitable"
"HD 45364 c",0.97625396416094,1.56446466484342,-1.51865866954181,"Jovian",-0.167814342215361,"K","non-habitable"
"K2-69 b",-0.456589260745658,-0.508597439004717,-0.381764522762197,"Superterran",-0.317327209260159,"K","non-habitable"
"Kepler-1177 b",0.291653497383403,0.920834501807239,-0.889367215697569,"Superterran",-0.166860209023758,"G","non-habitable"
"K2-63 b.1",-0.227206889173025,0.0267343891463389,0.518677571560652,"Neptunian",0.040031916301294,"F","non-habitable"
"WASP-80 b",-0.514590107591885,-0.886766139290006,0.178996380091952,"Jovian",-0.285979917544242,"K","non-habitable"
