"","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_TEMP_EQUIL","P_TYPE","S_RADIUS_EST","S_TYPE_TEMP","P_HABITABLE"
"75 Cet b",2.18312823917846,1.95154914806205,-0.523875226362186,"Jovian",2.82053669150312,"G","non-habitable"
"Kepler-158 c",-0.237162539698343,0.208732936295408,-0.779273898319116,"Superterran",-0.276575730029467,"K","non-habitable"
"K2-121 b",-0.471953953852592,-0.65521883695313,0.10804172365962,"Jovian",-0.257767354999917,"K","non-habitable"
"Kepler-181 c",-0.480141037831918,-0.74037089881215,0.477708257037742,"Superterran",-0.235824250798775,"G","non-habitable"
"Kepler-1598 b",-0.470172263921436,-0.736239319660105,0.864214959332241,"Terran",-0.129243458964657,"G","non-habitable"
"Kepler-505 b",-0.262479031312939,0.189145848268659,-1.08659452809682,"Neptunian",-0.304788292573792,"K","non-habitable"
"Kepler-1538 b",0.585828619903384,1.19491857771788,-1.07727841563529,"Neptunian",-0.148051833994207,"G","non-habitable"
"Kepler-157 c",-0.341215211403811,-0.183054208185146,0.231162290364695,"Superterran",-0.144917104822616,"G","non-habitable"
"Kepler-142 d",-0.0650408229444043,0.413478950710291,-0.214003404037265,"Superterran",-0.0728183338760068,"G","non-habitable"
"Kepler-444 c",-0.480586260886042,-0.715542077689742,0.386765087362199,"Subterran",-0.235824250798775,"K","non-habitable"
"Kepler-179 b",-0.510791223842794,-0.933789620544325,0.714392151258438,"Superterran",-0.232689521627183,"G","non-habitable"
"Kepler-1490 b",0.20495056793059,0.844675076670364,-0.933421589307684,"Neptunian",-0.198207500739674,"G","non-habitable"
"Kepler-271 c",-0.427274285123028,-0.485468062779595,0.36149192252605,"Terran",-0.198207500739674,"G","non-habitable"
"Kepler-1455 b",-0.100418364708973,0.502306997769056,-1.26358282203667,"Superterran",-0.28284518837265,"K","non-habitable"
"Kepler-1388 d",-0.302769473723563,0.0446287070388911,-0.811962896031728,"Neptunian",-0.279710459201058,"K","non-habitable"
"257",-0.330483565028741,0.145375688930271,-1.41451580502204,"Superterran",-0.363144039861836,"M","habitable"
"169",-0.068598067196951,0.883454793644959,-1.36366538824372,"Superterran",-0.296246864107356,"K","habitable"
"HATS-40 b",-0.47786931298859,-0.860714853878168,1.58878605921001,"Jovian",0.237519854111571,"F","non-habitable"
"HD 142022 A b",2.76622844806902,2.51717768699503,-2.39493715651268,"Jovian",-0.144917104822616,"K","non-habitable"
"K2-85 b.1",-0.566870734800203,-1.37381296296431,0.878363323770389,"Terran",-0.311057750916975,"K","non-habitable"
"Kepler-637 b",-0.174866509479979,0.0985008562842729,0.593773340276494,"Neptunian",0.331561729259321,"F","non-habitable"
"66",0.401784861123007,1.07332828656571,-1.31145062227549,"Terran",-0.232851856256516,"G","habitable"
"GJ 3293 c",0.161201015441665,0.999319465973156,-2.18354587485507,"Neptunian",-0.345539771804484,"M","non-habitable"
"GJ 4276 b",-0.404011112653048,-0.190262764975363,-1.08247245793348,"Neptunian",-0.342405042632892,"M","non-habitable"
"HD 231701 b",0.506268126328005,1.0783432597236,-0.643327795863243,"Jovian",0.00868462458537714,"F","non-habitable"
"Kepler-1486 b",0.0264369040173573,0.558397130159003,-0.400179591776545,"Superterran",-0.119839271449882,"G","non-habitable"
"HD 1690 b",1.51276557497669,1.80764386466894,0.160919829684825,"Jovian",6.31889444699945,"K","non-habitable"
"Kepler-1295 b",-0.486118369246246,-0.793759960143288,0.692418638947966,"Superterran",-0.191938042396491,"G","non-habitable"
"Kepler-1208 b.1",-0.385223609712609,-0.285237324966036,-0.0771196852134803,"Superterran",-0.232689521627183,"K","non-habitable"
"K2-59 b",-0.285605746347512,0.0379278865547056,-0.400619502344093,"Superterran",-0.242093709141958,"K","non-habitable"
"Kepler-447 b.1",-0.41562369084489,-0.460840305762812,0.434184134800539,"Jovian",-0.141782375651024,"G","non-habitable"
"Kepler-90 i",-0.311835727252653,-0.149568445141972,0.331845673226421,"Terran",-0.0947614380771487,"G","non-habitable"
"Kepler-1083 b",-0.171754510805686,0.292948870658075,-0.617115990589415,"Neptunian",-0.229554792455591,"K","non-habitable"
"K2-233 c.1",-0.438623069664408,-0.508910527791962,0.116212053741554,"Terran",-0.238958979970366,"K","non-habitable"
"Kepler-278 c.1",0.0357695368307512,0.521760907380105,0.0514566758053182,"Neptunian",0.450681437779806,"K","non-habitable"
"Kepler-433 b",-0.436251278968729,-0.642128668993972,1.33885016340799,"Jovian",0.237519854111571,"F","non-habitable"
"HATS-11 b.1",-0.476161048007823,-0.816548804684777,1.31832999870879,"Jovian",0.0118193537569688,"G","non-habitable"
"Kepler-1592 b.1",-0.492938870553549,-0.888228210159757,1.20940401926334,"Superterran",-0.0696836047044151,"F","non-habitable"
"113",0.627765724853279,1.25086470559066,-1.46210064308121,"Terran",-0.209869511486841,"G","habitable"
"Kepler-542 b",-0.349252932460252,-0.198289621290149,0.0793116666755711,"Superterran",-0.188803313224899,"G","non-habitable"
"YZ Cet c",-0.54687913664033,-0.887822678307156,-0.854885806305098,"Terran",-0.417638542751093,"M","non-habitable"
"Kepler-79 d",0.0224373529797924,0.532387043192598,-0.228387272926291,"Jovian",-0.0634141463612317,"F","non-habitable"
"Kepler-557 b.1",-0.481274903266094,-0.80626393966722,1.01564936740425,"Neptunian",-0.107300354763515,"F","non-habitable"
"K2-80 c",-0.455429173266545,-0.618991466086863,0.472119861692364,"Terran",-0.198207500739674,"G","non-habitable"
"Kepler-1365 b.1",-0.417002965423188,-0.466800261111692,0.516803498210024,"Terran",-0.141782375651024,"G","non-habitable"
"Kepler-110 c",-0.153695188312436,0.264998553689219,-0.0924174479781452,"Superterran",-0.110435083935107,"G","non-habitable"
"Kepler-1033 b",-0.422632489680043,-0.475724199873247,0.380715823970719,"Neptunian",-0.182533854881716,"G","non-habitable"
"Kepler-1568 b.2",-0.247991297995487,0.04383750208403,0.129944643989196,"Terran",-0.0978961672487404,"G","non-habitable"
"GJ 849 b",2.37375686252354,2.50384425498231,-3.48776544058445,"Jovian",-0.304788292573792,"M","non-habitable"
"244",0.403288224114862,1.19414247378718,-1.47730874528955,"Terran",-0.243648086113808,"K","habitable"
"Kepler-134 b.1",-0.45450149735579,-0.643583167043166,0.844861048459459,"Superterran",-0.101030896420332,"G","non-habitable"
"Kepler-130 d.1",0.188573368641196,0.814801804989638,-0.616816030227229,"Superterran",-0.116704542278291,"G","non-habitable"
"Kepler-1411 b",0.185163998079187,0.805976702228765,-0.827889042918957,"Neptunian",-0.182533854881716,"G","non-habitable"
"WASP-26 b.1",-0.509412682029284,-0.930740930412021,1.26131925683394,"Jovian",-0.0884919797339653,"F","non-habitable"
"Kepler-951 b",0.0641255651738072,0.70471728166269,-1.09813461783332,"Neptunian",-0.242093709141958,"K","non-habitable"
"HD 45364 c",0.97625396416094,1.56446466484342,-1.51865866954181,"Jovian",-0.167814342215361,"K","non-habitable"
"KELT-6 b.1",-0.393052970036184,-0.457620937334952,0.880156385069734,"Jovian",0.0713792080172109,"F","non-habitable"
"Kepler-738 b.1",-0.238582150860289,0.129160603396692,-0.346470432430824,"Superterran",-0.213881146597633,"G","non-habitable"
"Kepler-973 b",-0.0468760446491691,0.505931767082105,-0.774627869817591,"Superterran",-0.226420063284,"K","non-habitable"
"Kepler-58 d",-0.0769433996982775,0.39098927559542,-0.20462183940153,"Neptunian",-0.116704542278291,"F","non-habitable"
"94",0.0913235924750409,0.73918802692218,-1.53150821776124,"Terran",-0.292090594170081,"M","habitable"
"Kepler-302 c",0.403775005353104,1.01977263436132,-0.816092046853154,"Jovian",-0.0884919797339653,"G","non-habitable"
"TRAPPIST-1 d",-0.545579398329405,-0.767330683095066,-1.41065312897879,"Subterran",-0.433312188609051,"M","habitable"
"Kepler-42 c.1",-0.58301612555635,-1.45538740176441,0.103550235672605,"Subterran",-0.417638542751093,"M","non-habitable"
"K2-285 d.2",-0.324004042313355,-0.314778228488039,-0.258425528928918,"Superterran",-0.223285334112408,"K","non-habitable"
"Kepler-858 b",0.133943131911693,0.738766863684489,-0.779232596990303,"Neptunian",-0.185668584053308,"G","non-habitable"
"K2-181 b",-0.430044805060443,-0.52048655039215,0.54697213364257,"Neptunian",-0.135512917307841,"G","non-habitable"
"K2-207 b",-0.356395052313701,-0.224584112645778,0.126635922737304,"Neptunian",-0.179399125710124,"G","non-habitable"
"Kepler-879 b",-0.140982203281692,0.292431705320491,-0.251208248891825,"Neptunian",-0.151186563165799,"G","non-habitable"
"Kepler-789 b",-0.402535607125561,-0.410204003576706,0.459818181271194,"Superterran",-0.151186563165799,"G","non-habitable"
"Kepler-56 d",2.23024554075289,2.15587780809578,-1.2430363107093,"Jovian",0.855061500915134,"K","non-habitable"
"K2-119 b.1",-0.431882126989668,-0.465066389346469,-0.0143140709899514,"Neptunian",-0.248363167485142,"K","non-habitable"
"Kepler-99 b.1",-0.477669918328213,-0.709824517238575,0.274236304543702,"Superterran",-0.242093709141958,"K","non-habitable"
"Kepler-1245 c",-0.50567985859938,-0.904887116795356,0.738402076786342,"Terran",-0.210746417426041,"G","non-habitable"
"Kepler-304 b",-0.503684103816979,-0.856657302843067,0.405403539192138,"Neptunian",-0.254632625828325,"K","non-habitable"
"HD 221420 b.1",6.70319495200771,3.87383904298206,-3.19335051815251,"Jovian",0.140094916547255,"G","non-habitable"
"HD 222582 b.1",1.49184734406551,1.8469516103829,-1.66829160751727,"Jovian",-0.116704542278291,"G","non-habitable"
"CoRoT-27 b",-0.483423522546552,-0.821820357533619,0.93232110637022,"Jovian",-0.132378188136249,"G","non-habitable"
"HIP 14810 b.1",-0.432341672152523,-0.536126978357266,0.538344597222009,"Jovian",-0.135512917307841,"G","non-habitable"
"Kepler-196 c",-0.0690019475670439,0.481606869605686,-0.764879178020347,"Superterran",-0.226420063284,"K","non-habitable"
"Kepler-764 b",-0.427169882172863,-0.490351571558081,0.378914179783524,"Superterran",-0.191938042396491,"G","non-habitable"
"HAT-P-3 b",-0.49997835702063,-0.910087737569556,0.692312408305175,"Jovian",-0.198207500739674,"K","non-habitable"
"Kepler-292 f",-0.273512844726283,0.04153593614456,-0.261625895747155,"Superterran",-0.210746417426041,"K","non-habitable"
"Kepler-819 b",-0.165613990787058,0.28943483813504,-0.522411119540477,"Neptunian",-0.217015875769225,"K","non-habitable"
"Kepler-497 b",-0.48468105217915,-0.822075946529522,0.945116939514807,"Jovian",-0.122974000621474,"G","non-habitable"
"Kepler-346 c.1",-0.216028468848812,0.113044369579202,-0.0399811143134163,"Neptunian",-0.151186563165799,"F","non-habitable"
"Kepler-1277 b.2",-0.0943207884418868,0.400782789887149,-0.469116509318735,"Superterran",-0.182533854881716,"G","non-habitable"
"Kepler-139 b",-0.303857394298594,-0.10421205015351,0.243452646624375,"Neptunian",-0.0634141463612317,"G","non-habitable"
"121",0.285121091124642,1.01193082262535,-1.5123827008029,"Terran",-0.265871076803084,"M","habitable"
"HD 68988 b",-0.431422667731135,-0.5654561355056,0.719098476916874,"Jovian",-0.0978961672487404,"G","non-habitable"
"GJ 3021 b.1",0.382423447858923,1.04678255458114,-1.10898765496362,"Jovian",-0.188803313224899,"G","non-habitable"
"Kepler-1084 b.2",-0.518332209747065,-1.0452505045247,1.40063052506841,"Terran",-0.0696836047044151,"F","non-habitable"
"K2-131 b.1",-0.574479703641648,-1.48826847691817,1.70560515271257,"Superterran",-0.235824250798775,"K","non-habitable"
"Kepler-403 b.2",-0.417678676859652,-0.510967343691815,0.782778909013464,"Terran",-0.0540099588464567,"F","non-habitable"
"HD 156411 b.1",2.00219942458614,2.0600035383288,-1.34837395241357,"Jovian",0.206172562395654,"F","non-habitable"
"HD 143105 b",-0.506287662273149,-1.01978134059372,1.38343754114347,"Jovian",-0.0548378721679658,"F","non-habitable"
"Kepler-752 b",-0.292556525111831,-0.0117253139654267,-0.191234611601364,"Neptunian",-0.210746417426041,"G","non-habitable"
"HD 23127 b",2.3516468726825,2.26180758626539,-1.76612228522591,"Jovian",0.0431666454728857,"G","non-habitable"
"Kepler-241 b",-0.376901897067077,-0.215218603777399,-0.299036776643106,"Superterran",-0.260902084171508,"K","non-habitable"
"HD 97658 b.1",-0.398637796458807,-0.363387340494579,0.00628626537282503,"Superterran",-0.238958979970366,"K","non-habitable"
"KOI-1257 b",0.197481958663438,0.809343730273049,-0.793819723989755,"Jovian",-0.116704542278291,"G","non-habitable"
"EPIC 246851721 b",-0.426167971912636,-0.572859780743034,0.985252562198869,"Jovian",0.0274929996149273,"F","non-habitable"
"64",-0.108041767346901,0.459313336621427,-1.43275350490304,"Superterran",-0.329928587415328,"K","habitable"
"HD 148156 b",2.44605258317005,2.16947871758852,-1.9124568513119,"Jovian",-0.091626708905557,"G","non-habitable"
"HD 149026 b.1",-0.490765252818903,-0.91347105954743,1.25889626412747,"Jovian",-0.0289321254737232,"G","non-habitable"
"241",0.453830902615991,1.15017294084077,-1.31744154867714,"Terran",-0.224257339340169,"G","habitable"
"40",-0.339948288899232,0.136933176653426,-1.44062471573954,"Superterran",-0.363221921201308,"M","habitable"
"Kepler-1107 b",-0.566440780412518,-1.41234655175413,1.55221680300061,"Terran",-0.213881146597633,"K","non-habitable"
"Kepler-1391 b.1",0.0161825350077654,0.556006044836076,-0.431950008264197,"Superterran",-0.126108729793066,"G","non-habitable"
"Kepler-160 c",-0.343430513308053,-0.177061590967532,0.132378497760993,"Neptunian",-0.195072771568083,"G","non-habitable"
"Kepler-330 b",-0.419964011562993,-0.432347408864029,0.058359839896394,"Terran",-0.24522843831355,"K","non-habitable"
"Kepler-62 c.2",-0.379374497784089,-0.226462839751136,-0.253313877788803,"Subterran",-0.270306271686283,"K","non-habitable"
"Kepler-1031 b.1",-0.541662521412937,-1.21978384207318,1.54241428551484,"Terran",-0.119839271449882,"F","non-habitable"
"Kepler-164 b.1",-0.459143382203596,-0.668847122272054,0.826632824749091,"Terran",-0.110435083935107,"G","non-habitable"
"Kepler-1162 b.2",-0.166193189704571,0.279066851030401,-0.461794308114039,"Superterran",-0.20761168825445,"G","non-habitable"
"HAT-P-23 b",-0.552524161397926,-1.2231034782749,1.56254237316063,"Jovian",-0.169994938195349,"G","non-habitable"
"Kepler-1449 b",-0.336172218504334,-0.195077784335544,0.311608690121637,"Superterran",-0.126108729793066,"G","non-habitable"
"HATS-14 b.1",-0.505695702226847,-0.929248228659576,0.834970621073284,"Jovian",-0.179399125710124,"G","non-habitable"
"Kepler-1584 b",-0.332490194187796,-0.188429344549426,0.343716475477961,"Superterran",-0.116704542278291,"F","non-habitable"
"Kepler-1093 b.1",-0.202118649684755,0.139751075476855,0.0878411249667432,"Superterran",-0.0947614380771487,"F","non-habitable"
"Kepler-583 b",-0.438726156287846,-0.548051464394395,0.44190972732306,"Superterran",-0.185668584053308,"G","non-habitable"
"Kepler-1060 b",-0.0423237096714311,0.475299133606363,-0.437759378469847,"Superterran",-0.160590750680574,"G","non-habitable"
"248",-0.117959151319741,0.327857928105539,-1.39724553135396,"Superterran",-0.332745800554916,"K","habitable"
"Kepler-1542 c",-0.503901362330562,-0.911146942474331,0.930698510501272,"Subterran",-0.160590750680574,"G","non-habitable"
"K2-203 b",-0.403464391171942,-0.352737618889774,-0.00603981417023634,"Terran",-0.232689521627183,"K","non-habitable"
"Kepler-361 b.2",-0.394941444441532,-0.418977411538484,0.713768308573799,"Terran",-0.050875229674865,"F","non-habitable"
"Kepler-1579 b",-0.558824014142801,-1.32207825472466,1.05108983815468,"Terran",-0.251497896656733,"K","non-habitable"
"HIP 97233 b.1",2.51628242658095,2.18630885819543,-1.17213571064812,"Jovian",1.20301643896181,"K","non-habitable"
"Kepler-12 b",-0.465423865155409,-0.726398386706266,1.07100841825822,"Jovian",-0.00698902127258133,"G","non-habitable"
"HD 89307 b",2.97016934534989,2.58144977615864,-2.26792160525246,"Jovian",-0.126108729793066,"G","non-habitable"
"Kepler-943 b",-0.0327702975330246,0.507701829370196,-0.566089866985471,"Neptunian",-0.185668584053308,"G","non-habitable"
"Kepler-1070 b.2",-0.430205688105973,-0.569685201383573,0.876379797266445,"Superterran",-0.0571446880180484,"F","non-habitable"
"K2-148 d",-0.414482773915725,-0.349503307387293,-0.413690858375598,"Superterran",-0.273441000857875,"K","non-habitable"
"K2-250 b",-0.487415299305321,-0.77117751656776,0.539575973892469,"Superterran",-0.217015875769225,"K","non-habitable"
"WASP-53 c",3.22163815176972,2.73105764911377,-2.97018711639566,"Jovian",-0.220150604940816,"K","non-habitable"
"Kepler-68 c.1",-0.384306097224829,-0.357406170319521,0.517747269575264,"Terran",-0.0822225213907819,"G","non-habitable"
"K2-154 c.1",-0.436711641827607,-0.450845283102134,-0.304790056709376,"Superterran",-0.273441000857875,"M","non-habitable"
"Kepler-1222 b.1",-0.52867599039999,-1.07049619251234,0.914062665412795,"Subterran",-0.220150604940816,"K","non-habitable"
"WASP-15 b",-0.47797418531266,-0.800877326571148,1.23723602994338,"Jovian",-0.00698902127258133,"F","non-habitable"
"NGC 2682 Sand 978 b",1.5431586062564,1.78462854019764,0.214546220246809,"Jovian",7.16848786893218,"K","non-habitable"
"Kepler-1332 b",-0.363203281162753,-0.250277425334346,0.140753684758229,"Terran",-0.188803313224899,"G","non-habitable"
"Kepler-1533 b",1.07823001692623,1.50640573329666,-0.986798907845189,"Neptunian",0.00241516624219375,"F","non-habitable"
"10",-0.244681484598685,0.380037729838629,-1.39328627608491,"Superterran",-0.343139093403428,"M","habitable"
"Kepler-1189 b.3",-0.479591809314882,-0.796651518633278,0.990256276925767,"Superterran",-0.107300354763515,"F","non-habitable"
"Kepler-323 b.2",-0.529844631632094,-1.11764385865052,1.42815814007886,"Terran",-0.101030896420332,"G","non-habitable"
"Kepler-560 b",-0.373650791457037,-0.0215594024801176,-1.2758656855058,"Superterran",-0.367482876005626,"M","non-habitable"
"GJ 9827 c",-0.502690744940019,-0.813103813042304,0.146194764629199,"Terran",-0.279710459201058,"K","non-habitable"
"Kepler-1004 b",-0.451048514860977,-0.646171631676346,1.34953788429691,"Jovian",0.591744250501432,"K","non-habitable"
"K2-252 b.1",-0.354314448450847,-0.172717430597968,-0.0822411733618057,"Superterran",-0.213881146597633,"K","non-habitable"
"Kepler-769 c",-0.293880130779696,-0.0971432806207808,0.358165922346253,"Superterran",-0.0696836047044151,"F","non-habitable"
"Kepler-172 d",-0.323564311156199,-0.14323981393092,0.139334843364917,"Superterran",-0.132378188136249,"G","non-habitable"
"HD 76700 b.1",-0.477799086919745,-0.776001808974758,1.00829892834431,"Jovian",-0.0414710421600899,"G","non-habitable"
"Kepler-220 e",-0.096910018812475,0.463930534413993,-0.990104080157984,"Terran",-0.260902084171508,"K","non-habitable"
"Kepler-1535 b",0.461204010813007,1.06784130428884,-0.86730543108624,"Neptunian",-0.122974000621474,"F","non-habitable"
"Kepler-182 b",-0.37241262221837,-0.346027863911725,0.532888551513321,"Neptunian",-0.110435083935107,"F","non-habitable"
"BD+20 594 b.1",0.0072771942518756,0.411881383386427,-0.452822506031452,"Neptunian",-0.132378188136249,"G","non-habitable"
"Kepler-411 c",-0.425609198364309,-0.458325363402787,0.111443325898677,"Neptunian",-0.223285334112408,"K","non-habitable"
"Kepler-228 c.1",-0.47312186895956,-0.758126712413181,0.850585462765252,"Neptunian",-0.154321292337391,"F","non-habitable"
"HD 6718 b.1",3.12627750328978,2.65975624329023,-2.47848981437298,"Jovian",-0.173129667366941,"G","non-habitable"
"Kepler-52 d.1",-0.186742775874428,0.339521812026144,-1.0883222955045,"Superterran",-0.295384105059017,"M","non-habitable"
"Kepler-141 c.1",-0.438323591206092,-0.512403781539609,0.152259619648297,"Terran",-0.223285334112408,"K","non-habitable"
"HATS-69 b",-0.520037496002896,-1.01498898391455,0.837605500657074,"Jovian",-0.195072771568083,"K","non-habitable"
"Kepler-141 c",-0.438323591206092,-0.512403781539609,0.152259619648297,"Terran",-0.223285334112408,"K","non-habitable"
"Kepler-388 c",-0.379149613086886,-0.192383752130167,-0.454626240554363,"Terran",-0.285979917544242,"K","non-habitable"
"Kepler-572 b",-0.313584074315492,-0.0588813005644557,-0.217551454401826,"Neptunian",-0.223285334112408,"K","non-habitable"
"Kepler-1397 b",-0.0220363040339922,0.481860264065908,-0.315128076911822,"Superterran",-0.119839271449882,"F","non-habitable"
"Kepler-359 c.1",0.060339064644747,0.587765535985589,-0.396009667768064,"Neptunian",-0.129243458964657,"F","non-habitable"
"Kepler-1603 b",-0.510720053192702,-1.00710105383255,1.37884775542647,"Terran",-0.06027941718964,"F","non-habitable"
"K2-59 c",-0.3847779125382,-0.275705559325365,-0.0931355597894835,"Superterran",-0.242093709141958,"K","non-habitable"
"61 Vir c",-0.114010113995086,0.362294650568262,-0.405192829647243,"Neptunian",-0.169994938195349,"G","non-habitable"
"K2-35 b",-0.466122688255326,-0.618711176512362,-0.0499529706338434,"Superterran",-0.276575730029467,"K","non-habitable"
"224",-0.0436559718340942,0.583534979764913,-1.37857992259962,"Superterran",-0.279806045451244,"K","habitable"
"Kepler-399 d",-0.0277251492470311,0.591018511188288,-0.826111647015707,"Superterran",-0.257767354999917,"G","non-habitable"
"HD 190984 b.1",4.00294075017996,3.03060105295776,-2.43392380984717,"Jovian",0.00868462458537714,"F","non-habitable"
"Kepler-1378 b",-0.384039812719787,-0.246879979778183,-0.370754830398745,"Superterran",-0.260902084171508,"K","non-habitable"
"61 Vir d",0.359220118320536,1.00106136726926,-1.0127787810825,"Neptunian",-0.169994938195349,"G","non-habitable"
"K2-97 b",-0.394941444441532,-0.423649404212791,1.22407304233325,"Jovian",0.930295001033334,"K","non-habitable"
"HD 17156 b",-0.215710122808229,0.0511273429593211,0.229496928708007,"Jovian",0.0149540829285605,"G","non-habitable"
"Kepler-1426 b",-0.328402117689115,-0.156506001774501,0.192091600080979,"Superterran",-0.151186563165799,"G","non-habitable"
"HIP 105854 b.2",0.860605258615694,1.22263116820235,-0.0125580321124905,"Jovian",2.0747848410125,"K","non-habitable"
"HD 1461 c.1",-0.337453774468754,-0.184397000977452,0.235682505924099,"Superterran",-0.132864102505137,"G","non-habitable"
"K2-124 b",-0.480141037831918,-0.555186684638323,-0.634165740429075,"Neptunian",-0.348674500976076,"M","non-habitable"
"Kepler-1125 b",-0.296258478837436,-0.0449530491119508,-0.000695733184224925,"Superterran",-0.176264396538533,"G","non-habitable"
"GJ 581 e",-0.527454864949242,-0.875321870720217,-0.469291008115919,"Terran",-0.377200539572289,"M","non-habitable"
"Kepler-133 c",-0.141416008919726,0.26157420122275,-0.00734520552865511,"Neptunian",-0.0226626671305398,"G","non-habitable"
"Kepler-382 c.2",-0.370171055901248,-0.238050106703013,0.203274274845875,"Superterran",-0.176264396538533,"G","non-habitable"
"Kepler-465 b",-0.370346120357099,-0.340196389336409,0.627925409086745,"Neptunian",-0.0665488755328234,"F","non-habitable"
"Kepler-244 d.2",-0.275667932366646,0.0213388946980275,-0.212547859039272,"Superterran",-0.220150604940816,"G","non-habitable"
"Kepler-1497 b",-0.404214064007614,-0.404302237303916,0.360783473157426,"Superterran",-0.173129667366941,"G","non-habitable"
"HD 142245 b",2.67057912999026,2.29916375305143,-1.33700451290051,"Jovian",0.980450667778801,"K","non-habitable"
"K2-72 c",-0.413114372304967,-0.123724117674639,-1.20938651424452,"Terran",-0.367482876005626,"M","non-habitable"
"HIP 5158 b",0.966908411850781,1.56905656693164,-1.91753500221276,"Jovian",-0.235824250798775,"K","non-habitable"
"HD 154345 b",3.45920342960927,2.82087379984394,-2.78095121001218,"Jovian",-0.204476959082858,"G","non-habitable"
"Kepler-1589 b",-0.547695126512878,-1.28128862734539,1.75318690738153,"Terran",-0.0790877922191902,"F","non-habitable"
"14",0.442242091106905,1.12317838035514,-1.7788119053256,"Superterran",-0.294711471837081,"M","habitable"
"GJ 1148 c",0.995353390304139,1.80720918951831,-2.98612342212095,"Jovian",-0.345539771804484,"M","non-habitable"
"Kepler-734 b.1",-0.45007495325466,-0.578690273708464,0.327051489934149,"Neptunian",-0.226420063284,"G","non-habitable"
"Kepler-1129 b",-0.22376054124284,0.123792335582965,-0.0902375143355022,"Neptunian",-0.157456021508982,"G","non-habitable"
"GJ 411 b",-0.411974619306864,-0.205830792501935,-1.00123144403051,"Terran",-0.348674500976076,"M","non-habitable"
"Kepler-718 b",-0.516987266961039,-1.04542909346765,1.41880630509833,"Jovian",-0.0634141463612317,"F","non-habitable"
"WASP-190 b",-0.439936598442961,-0.639199912828665,1.10414008601672,"Jovian",0.030627728786519,"F","non-habitable"
"212",-0.447487804644213,-0.213288851101916,-1.63733241839376,"Terran",-0.416221745984002,"K","habitable"
"HD 168443 b",0.0340594447152806,0.591746582482956,-0.337996114169746,"Jovian",0.00241516624219375,"G","non-habitable"
"Kepler-243 b",-0.449868362531735,-0.609830495085768,0.354178804946473,"Superterran",-0.20761168825445,"K","non-habitable"
"HD 82943 b.1",1.32121322631345,1.70377214725069,-1.50108217429281,"Jovian",-0.136510231393783,"G","non-habitable"
"Kepler-168 b",-0.463794050187854,-0.727677040917829,0.925354809133778,"Terran",-0.122974000621474,"F","non-habitable"
"Kepler-496 b.1",-0.416924687897269,-0.429439513543449,0.195871595691809,"Superterran",-0.213881146597633,"K","non-habitable"
"HIP 109384 b",1.26534712693338,1.77183010588061,-1.86308386067474,"Jovian",-0.191837041422582,"G","non-habitable"
"Kepler-643 b",-0.306068297037028,-0.0858166067858323,0.5552197383592,"Jovian",0.319022812572955,"K","non-habitable"
"Kepler-1553 b.1",-0.481139037849619,-0.746608546828234,0.530208578234277,"Terran",-0.217015875769225,"K","non-habitable"
"Kepler-1577 b",-0.451085810852878,-0.563297353817411,0.15305816088124,"Terran",-0.238958979970366,"K","non-habitable"
"195",0.225694042457436,0.937553133570081,-1.42851955481171,"Superterran",-0.276755568583567,"K","habitable"
"49",-0.306728032728861,0.204234037917171,-1.3754979847637,"Terran",-0.336589333358085,"M","habitable"
"Kepler-963 b",-0.390707653668956,-0.338373296501354,0.181261680985903,"Neptunian",-0.198207500739674,"G","non-habitable"
"Kepler-741 b",-0.418798476743593,-0.510447459750978,0.743951591734419,"Neptunian",-0.0822225213907819,"F","non-habitable"
"Kepler-1138 b",-0.497747773871094,-0.872985627614807,0.830121875287985,"Superterran",-0.182533854881716,"G","non-habitable"
"Kepler-119 c",-0.480141037831918,-0.759132673627265,0.637522159984498,"Terran",-0.20761168825445,"G","non-habitable"
"K2-172 b",-0.335446241050571,-0.154315335130041,0.0217975187563941,"Superterran",-0.198207500739674,"G","non-habitable"
"Kepler-1541 b.1",-0.415553479498138,-0.423638480856724,0.177341292779178,"Terran",-0.217015875769225,"K","non-habitable"
"Kepler-209 c",-0.086906434403614,0.412713995471023,-0.482940258257336,"Neptunian",-0.176264396538533,"G","non-habitable"
"243",0.394490171168167,1.09895731174909,-1.3466635519218,"Terran",-0.239502336056829,"G","habitable"
"Kepler-800 b",-0.344898563695258,-0.161035020511751,-0.0651467680748247,"Neptunian",-0.213881146597633,"G","non-habitable"
"128",0.459920741563979,1.12126833359067,-1.72992412469091,"Terran",-0.295510366261013,"K","habitable"
"K2-213 b",-0.406463006972737,-0.440092251033301,0.580176595993521,"Superterran",-0.0947614380771487,"G","non-habitable"
"219",-0.507796413237572,-0.672232637957883,-1.40900891801425,"Subterran",-0.424264321801513,"M","habitable"
"61 Vir b",-0.47732862400874,-0.749526571352626,0.714717205617317,"Superterran",-0.169994938195349,"G","non-habitable"
"EPIC 220674823 c",-0.343208893246015,-0.190760347597261,0.149965192146057,"Neptunian",-0.163725479852166,"G","non-habitable"
"Kepler-486 b",-0.199184977462354,0.241557272750732,-0.619666959925791,"Jovian",-0.235824250798775,"K","non-habitable"
"K2-15 b",-0.38365122111514,-0.25303772547471,-0.128718634440816,"Superterran",-0.257767354999917,"G","non-habitable"
