"","P_MASS_EST","P_RADIUS_EST","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_DISTANCE","P_PERIASTRON","P_APASTRON","P_FLUX","P_TEMP_EQUIL","P_TYPE","S_TEMPERATURE","S_RADIUS_EST","S_TYPE_TEMP","S_LUMINOSITY","S_HZ_MIN","S_HZ_MAX","P_HABITABLE"
"129",-0.80649363756701,-0.755355791038426,-0.259853295950213,0.364817697266637,-0.254954207302104,-0.30126063047717,-0.219004043022433,-1.5766641138827,-1.41792268029421,"Terran",-2.49467060043372,-0.344659172813091,"K",-0.986952905732682,-0.590191223369381,-0.560654152378171,"habitable"
"Kepler-234 c.1",-0.221862426617211,-0.363899552145866,-0.415395465087136,-0.498683259674929,-0.415586560184647,-0.398864383341304,-0.41900436603588,0.715959246962606,0.667927010160148,"Neptunian",0.924752825442271,-0.122974000621474,"F",0.191820484455552,-0.0211054239910435,-0.0356452046775119,"non-habitable"
"120",-0.754609068977126,-0.7317510184238,-0.098279448117631,0.506337112935971,-0.107293912239395,-0.0321661134818286,-0.134682685653947,-1.53216183955191,-1.34060661502924,"Superterran",-1.8784084433691,-0.291047523701809,"M",-0.940037562951471,-0.530976496281019,-0.5012455949642,"habitable"
"HD 20781 e",-0.156767116994954,-0.301398495157125,0.116853027477941,0.802108895080252,0.102937595769127,0.173252651812212,0.091309072784118,-1.11347619463294,-0.875084048789181,"Neptunian",-0.124816402215843,-0.187627391674948,"K",-0.474414708538467,-0.277416347448533,-0.265802501720074,"non-habitable"
"Kepler-588 b",-0.427941308052974,-0.532977224725436,-0.474807828944575,-0.74882516774446,-0.473345846988687,-0.467566088297695,-0.472272640810642,0.879590989818723,0.800143619579323,"Neptunian",0.524035499971341,-0.157456021508982,"G",-0.13893370751197,-0.14696316265697,-0.149288293844935,"non-habitable"
"Kepler-932 b",-0.847761258688559,-0.777923083718915,-0.527767517749498,-1.06964589753226,-0.524831996606908,-0.528806218779432,-0.519755539522024,1.08727273942365,0.967804108574843,"Terran",-0.0368463689874318,-0.20761168825445,"G",-0.51339404170152,-0.296910221479343,-0.285559001715187,"non-habitable"
"56",-0.692208739597193,-0.694434684130668,-0.0755153720762153,0.617870647767739,-0.0770200021975591,-0.0899489243170143,-0.052153431823967,-1.65289877900858,-1.56318937952045,"Superterran",-2.32289440995832,-0.304628097647413,"M",-0.959694015624909,-0.555851866297446,-0.525567609493254,"habitable"
"Kepler-1249 b",-0.499374432432921,-0.582833461511719,-0.203188491165104,0.12368185717097,-0.209283988248763,-0.153478070366747,-0.228742631573949,0.0755847689814498,0.148243360917493,"Superterran",0.902766985178344,-0.0696836047044151,"F",0.413283591780489,0.0763690759883444,0.0560893260954237,"non-habitable"
"277",-0.73605468001143,-0.716521333421477,0.783476939454287,1.44000840673068,0.749928671990171,0.987456120835201,0.655887466550186,-1.737293336743,-1.70738069028767,"Terran",-0.329002967578202,-0.240158468772608,"K",-0.646312529998911,-0.364708071382035,-0.348737326581148,"habitable"
"Kepler-186 f",-0.964369311262844,-0.816941008160354,0.284835761302564,1.03111874899121,0.265738192345905,0.376345313322057,0.235245865901561,-1.84723145139437,-1.99627239167152,"Terran",-2.21265341026755,-0.307923021745384,"M",-0.969935014953373,-0.55971713120734,-0.529147552464407,"habitable"
"115",-0.690667685584392,-0.697367743374693,-0.0864180206478545,0.755669413872043,-0.0772884260740965,-0.152941085341761,-0.0264610071365293,-1.52293700158572,-1.35192740336366,"Superterran",-1.72966044426284,-0.295384105059017,"M",-0.936419980337823,-0.52781260960868,-0.498777241646191,"habitable"
"Kepler-244 b",-0.395722690208473,-0.509132937566779,-0.477799086919745,-0.7393670887454,-0.476253876834247,-0.471025040433511,-0.47495455988267,0.599321453256517,0.573591679448909,"Neptunian",0.217589635490236,-0.220150604940816,"G",-0.484763845404448,-0.288801715298722,-0.2805192333167,"non-habitable"
"Kepler-640 b",-0.449077946039448,-0.548150862008218,-0.242919520865912,0.0761993388683001,-0.247909550177511,-0.199421192351729,-0.264364903939096,-0.277057987066972,-0.141604364522292,"Neptunian",0.327288162736666,-0.176264396538533,"G",-0.288575793246361,-0.205242393681866,-0.2021750984167,"non-habitable"
"Kepler-100 c",-0.449884411842381,-0.617516061015221,-0.341351173421891,-0.211293754776958,-0.343602461239232,-0.313242994973442,-0.352617314287003,0.532614206518323,0.519595931268382,"Superterran",0.513385533321242,-0.00385429210098964,"G",0.458977504022183,0.115024963266526,0.0987927773504512,"non-habitable"
"K2-233 c",-0.861726647179672,-0.784426071125821,-0.438623069664408,-0.508910527791962,-0.438167884802006,-0.425723709126431,-0.439829903729524,0.0363760461321391,0.116212053741554,"Terran",-0.497235615581812,-0.238958979970366,"K",-0.706192463101116,-0.384762768215418,-0.365781851354388,"non-habitable"
"HD 147873 b",2.03955035872653,1.43465215272138,0.434651225359389,0.971722778088861,0.428302285582462,0.374789920187451,0.494282279834767,-0.461080929872406,-0.307658540294477,"Jovian",0.668130233469938,0.246924041626346,"G",1.39791270812707,0.596676434300021,0.550269990190839,"non-habitable"
"Kepler-1446 b",-1.24532004981799,-0.884138544698388,-0.56296226737708,-1.37203348452693,-0.55904749496031,-0.569503796656153,-0.551310648123486,1.47591793431384,1.28130050897274,"Terran",-0.604776144057186,-0.235824250798775,"K",-0.718058632457504,-0.389947882456918,-0.369822641876449,"non-habitable"
"228",-0.676298265010707,-0.690587359368309,0.630287150879304,1.27179195793348,0.601001203711278,0.810314546696462,0.518539695468725,-1.60735451097046,-1.4530772116031,"Superterran",-0.180068880242792,-0.211884384307369,"G",-0.528652840661508,-0.309512754790859,-0.29710883332581,"habitable"
"186",-0.825620126229938,-0.766433181175569,0.291025139926933,0.993030502586356,0.271629712990538,0.391027592784555,0.235039903853715,-1.68914118157104,-1.58825370752228,"Terran",-1.10445157248266,-0.274629919961851,"K",-0.854964428140546,-0.470527711876794,-0.445374842282557,"habitable"
"284",-0.506375603400517,-0.586516941356916,-0.0589974183035186,0.53443425215286,-0.0679196977059276,-0.00296601738976104,-0.0876521110134549,-1.5891700609561,-1.42313289081331,"Terran",-1.78547788211078,-0.303271206338921,"G",-0.926563298310937,-0.531212648059521,-0.503054936114347,"habitable"
"331",-0.647356123632363,-0.674340123434247,-0.0658795299175762,0.891262987608366,-0.0491616452056602,-0.188643930964074,0.0350949816486516,-1.52430878359748,-1.36448206329344,"Superterran",-1.62187772312322,-0.295578942894441,"M",-0.930521851955745,-0.522759638704396,-0.494196307364279,"habitable"
"Kepler-218 c",-0.3030926516333,-0.435432413621838,-0.0531956082287934,0.449574289598587,-0.0634644755818135,0.0199667502058739,-0.0942611603151722,-0.641695461934584,-0.448499209481733,"Neptunian",0.159184486286072,-0.138647646479432,"G",-0.212165898641768,-0.167893338253013,-0.164418953972246,"non-habitable"
"Kepler-518 b",-0.580526843360593,-0.634857360766971,-0.407494074363355,-0.417499095662206,-0.40790501608617,-0.389727581184216,-0.411920092244198,0.335998370939782,0.360200751452639,"Superterran",0.531479624198899,-0.195072771568083,"G",-0.288781633785391,-0.210740943789315,-0.209713577908426,"non-habitable"
"Kepler-1465 b",-0.69311621935904,-0.699887234836037,-0.193949796915966,0.266817947035899,-0.20030234947554,-0.142794872370963,-0.2204593505888,-0.966273567504182,-0.735493727353478,"Superterran",-0.784751039822055,-0.248363167485142,"K",-0.774869328299245,-0.419973861031524,-0.397630776061588,"non-habitable"
"Kepler-403 c",-0.701115335052159,-0.704222559773974,0.0414612660350736,0.554723546363408,0.0285586858210826,0.129423574098197,-0.00939316213710474,-0.416744133201901,-0.257965451983319,"Superterran",0.789616086538046,-0.0540099588464567,"F",0.416486922784119,0.0830259618839301,0.0639862400900019,"non-habitable"
"Kepler-215 b",-0.746307316258353,-0.728066846932631,-0.39947209511862,-0.370287945125272,-0.400106238696256,-0.380451336048431,-0.404727700511202,0.410219312869346,0.420420563288953,"Superterran",0.421033928721631,-0.148051833994207,"G",-0.143532984425211,-0.145798692305292,-0.146888020619529,"non-habitable"
"Kepler-17 b",1.69271933400266,1.79725992941607,-0.534846764464044,-1.15887457250484,-0.531710619765767,-0.537782031532717,-0.525490562389183,1.55461977791062,1.34472654043344,"Jovian",0.466307475770911,-0.141782375651024,"G",-0.0999307442732036,-0.128617336461136,-0.131187109553899,"non-habitable"
"482",-0.559180184653672,-0.618154917360781,0.518323816245935,1.19557320909503,0.497756906063475,0.604134194499534,0.474000331494519,-1.56079144766363,-1.38692819170231,"Superterran",-0.119540292276763,-0.22472881923628,"K",-0.587226513161769,-0.330305167257277,-0.316810593138296,"habitable"
"Kepler-346 c.1",-0.318731529572571,-0.448438388435651,-0.216028468848812,0.113044369579202,-0.221766709107511,-0.168325625676773,-0.240254771723746,-0.154046064623501,-0.0399811143134163,"Neptunian",0.731228908413843,-0.151186563165799,"F",-0.0241112966361038,-0.105255368932619,-0.112421220643323,"non-habitable"
"Kepler-561 b.1",0.297839763275991,0.303740488296537,0.0289522459263613,0.594074135907553,0.0163977140437216,0.114958722794444,-0.0206085704637755,-0.839656815705281,-0.621195299998578,"Jovian",0.31959504464431,-0.176264396538533,"G",-0.291339773494962,-0.206234714170829,-0.203026632929944,"non-habitable"
"Kepler-959 b",-0.0562695896408317,-0.194821879566297,-0.280080136284694,-0.137135628674103,-0.284036216487883,-0.242392006349722,-0.297682579661893,0.949572134847947,0.856654519953628,"Neptunian",1.65873364587695,0.159151624821778,"F",1.81169126817828,0.774766705512472,0.696566192212499,"non-habitable"
"Kepler-1329 b.1",-0.559550161631694,-0.621851385953158,-0.413667434115526,-0.371580147864946,-0.41390660958152,-0.396866168386385,-0.417455038208495,-0.344764918276204,-0.197858570294143,"Superterran",-1.08898583550193,-0.254632625828325,"K",-0.827329009728059,-0.449611812541959,-0.424401166234549,"non-habitable"
"Kepler-766 b",-0.248084645766311,-0.387743839304523,-0.437325983041285,-0.57904611169656,-0.436906888042907,-0.424223818250207,-0.438666954434779,0.80299893322208,0.738271960757394,"Neptunian",0.688889049496556,-0.110435083935107,"G",0.12958140618394,-0.0384594391426372,-0.0489540385587701,"non-habitable"
"Kepler-178 c",-0.364653313842534,-0.485288650408121,-0.27135964502978,0.0343688914109027,-0.27555836233831,-0.232308034287821,-0.28986391206179,-0.0667371439714359,0.0317772654404136,"Neptunian",0.35249865764287,-0.135512917307841,"G",-0.123049577611393,-0.135004520905135,-0.135732497310581,"non-habitable"
"K2-181 b",-0.375822987110789,-0.493959300283997,-0.430044805060443,-0.52048655039215,-0.42982830001911,-0.415804201374247,-0.432138754508277,0.56642972930313,0.54697213364257,"Neptunian",0.277665288121032,-0.135512917307841,"G",-0.153742661498564,-0.145973502601561,-0.145144512098911,"non-habitable"
"Kepler-242 b",-0.433928698840437,-0.537312549663373,-0.419964011562993,-0.435688323971534,-0.420027992389058,-0.404147238822649,-0.423100459394178,0.0849188446753556,0.155863346640719,"Neptunian",-0.410050151793803,-0.204476959082858,"K",-0.598517542778711,-0.331261201787778,-0.314617268363335,"non-habitable"
"Kepler-1317 b.1",-0.771840843644318,-0.741072821746445,-0.566884154944452,-1.41310805841882,-0.562860260757015,-0.574038885735797,-0.554826956363228,1.74507125938474,1.49831226736523,"Superterran",-0.258549571029805,-0.223285334112408,"K",-0.61597324201796,-0.341942524106124,-0.326587529376303,"non-habitable"
"HD 25015 b",1.97520598847956,1.44967592930716,4.25091352002931,3.14593220280576,4.27242625742183,3.83428034239403,4.4027095288646,-1.95031508822721,-3.19315568215806,"Jovian",-0.239267602403123,-0.210746417426041,"K",-0.575299884730375,-0.322552258395895,-0.308046348590738,"non-habitable"
"Kepler-1291 b",-0.7337776437804,-0.721563859525725,-0.413851508574121,-0.410665270660127,-0.414085562391288,-0.397079023562031,-0.417620076732513,0.0670661837639642,0.141287346137269,"Superterran",-0.172248322949219,-0.220150604940816,"K",-0.586756158709389,-0.329086198298282,-0.315070554966068,"non-habitable"
"Kepler-90 c",-0.944044941698297,-0.812605683222416,-0.388161088979268,-0.405586598251261,-0.389109947600808,-0.367371812594183,-0.394586414356425,0.608594753303819,0.581095196048276,"Terran",0.77941234774607,-0.0947614380771487,"G",0.240909130291008,0.0059773084514796,-0.0083417730233553,"non-habitable"
"501",-0.758976522614067,-0.733835759361274,-0.225042866486005,0.355057233165026,-0.230530292050308,-0.178749457462293,-0.24833695157808,-1.67185816975579,-1.55643878371436,"Superterran",-2.42752128564744,-0.35293166450029,"M",-1.00106046227068,-0.600235911475796,-0.570376892889045,"habitable"
"Kepler-133 c",-0.375822987110789,-0.493959300283997,-0.141416008919726,0.26157420122275,-0.149230250491928,-0.0820472338521614,-0.173358308444481,-0.114378580168116,-0.00734520552865511,"Neptunian",0.417787438781888,-0.0226626671305398,"G",0.336731965470398,0.0634397226945552,0.0516488078221083,"non-habitable"
"HIP 67537 b",2.40009448871094,1.35214736116943,3.76905812901055,2.67298179643835,3.97515260703079,2.52513742275183,4.21174902748394,-1.41270257274167,-1.30812157114201,"Jovian",-0.453489879461279,2.25315071144503,"K",3.66344501721753,2.89864805384118,2.82861512420028,"non-habitable"
"K2-233 d",-0.424962827302719,-0.530809562256467,-0.248437713901141,0.124368026796922,-0.253274206176162,-0.20580217511667,-0.269312436805589,-0.717595819010285,-0.514016052378538,"Neptunian",-0.497235615581812,-0.238958979970366,"K",-0.706192463101116,-0.384762768215418,-0.365781851354388,"non-habitable"
"274",-0.494626833540559,-0.579605353336701,0.990491533576095,1.51672943700887,0.951183335803828,1.22683820637467,0.84149378762717,-1.59628297794193,-1.43235461394872,"Superterran",0.30009924213026,-0.15147125754974,"G",-0.19298485293867,-0.164572857815633,-0.163454947133853,"habitable"
"Kepler-730 b",0.745224137850672,1.34205081093261,-0.432801303251827,-0.549402397868552,-0.432508101987485,-0.418991688172647,-0.434610191319429,0.847334377499722,0.774089495672167,"Jovian",0.290936874361958,-0.0289321254737232,"G",0.247170491350936,0.0282539322997012,0.0204991277865411,"non-habitable"
"Kepler-529 c",-0.616582548387251,-0.65653398545666,-0.341870156883736,-0.210550437571552,-0.344107004614936,-0.313843123403923,-0.353082627428143,0.365255290727476,0.383946673239929,"Superterran",0.786556724936651,-0.113569813106699,"F",0.164203753507742,-0.0274010074435623,-0.0398349468619726,"non-habitable"
"tau Cet e",-0.67942871670937,-0.692385846460372,0.460354751593303,1.15503288511241,0.449299601699045,0.428973060641641,0.500743074109466,-1.50061802543582,-1.30783157472285,"Terran",-0.0217241507042608,-0.222344921630389,"G",-0.556370074200008,-0.317162771912938,-0.305170676526894,"habitable"
"71",-0.669620640517008,-0.686221888650997,-0.295322915724296,0.22107366215926,-0.297953978796151,-0.276815786040949,-0.29855563699229,-1.55843211359048,-1.3784618787187,"Superterran",-2.8861020188066,-0.33307387915978,"M",-1.00083735283573,-0.599512668942336,-0.568451033910446,"habitable"
"HD 141399 e",1.07985379679788,1.66877323517491,3.80620559624939,3.0434529968905,3.75492709625822,3.78874889341491,3.7982005876341,-1.93029729833298,-2.59568676611619,"Jovian",0.268801780415942,-0.0824282223190217,"K",0.0404402417327693,-0.0619568694381779,-0.0650106521135739,"non-habitable"
"Kepler-1603 b",-0.880618455202006,-0.793096721001697,-0.510720053192702,-1.00710105383255,-0.508258857100452,-0.509093320584609,-0.50447102688416,1.59689531417231,1.37884775542647,"Terran",0.94168873046678,-0.06027941718964,"F",0.475045352501551,0.102224598546403,0.0797989360486217,"non-habitable"
"197",-0.545702621397667,-0.610331952869315,0.66508015967109,1.29709562908046,0.634826139180979,0.850547570083547,0.549734608988894,-1.58025896935699,-1.4093012948767,"Superterran",0.0368577762147677,-0.205620941412219,"K",-0.470424023029338,-0.281988753237327,-0.272464143045289,"habitable"
"HD 75784 b",1.27376835612414,1.61965624670432,1.1449661389302,1.56180733819637,1.10706220322852,1.26188268663135,1.08596658259842,-1.07001528555411,-0.835066506219247,"Jovian",-0.602224266465641,0.594878979673023,"G",1.36804198304685,0.658008979819697,0.654760918912572,"non-habitable"
"K2-21 b",-0.669506468815287,-0.686881260022223,-0.417678676859652,-0.37219125939219,-0.416962521455308,-0.421650660609708,-0.40554102312324,-0.492217372516234,-0.324259290407573,"Superterran",-1.48480843660157,-0.267171542514692,"M",-0.886810573848396,-0.48830933277502,-0.46023464182391,"non-habitable"
"HD 92987 b",2.59643888828698,1.30838726416876,5.20960326049272,3.44558169636629,5.10016002190733,5.50592432259722,5.00804789397522,-1.94334320657234,-2.85994269305145,"Jovian",0.454481983692609,0.0243582704433356,"G",0.528796234270526,0.150222357680075,0.133247283265107,"non-habitable"
"Kepler-1595 b",-0.904672103408129,-0.803935033346541,-0.47593890402268,-0.713759834521385,-0.474445451272905,-0.468874011114669,-0.47328674653106,0.461297202412705,0.461826488501112,"Terran",-0.187742030710246,-0.220150604940816,"K",-0.590458634486769,-0.330622818020259,-0.316390345240322,"non-habitable"
"Kepler-174 c",-0.798022299725966,-0.754078796560258,-0.12108605598873,0.441058535435532,-0.129465953873944,-0.0585386181809522,-0.155130763728623,-1.16864125245176,-0.928108989381466,"Terran",-0.585662573930798,-0.276575730029467,"K",-0.805822156874465,-0.43996110397427,-0.418876064143717,"non-habitable"
"Kepler-430 b.1",-0.277647518219404,-0.41375578893215,-0.100119783939047,0.332436709937992,-0.109083042945926,-0.0342941925619172,-0.136332704401699,-0.117405135124042,-0.00983322068445315,"Neptunian",0.575957943490258,-0.00385429210098964,"G",0.494242112191581,0.12842208587491,0.110324009457068,"non-habitable"
"385",-0.787907680027519,-0.749067676079704,-0.33772371961797,0.0536174898537476,-0.339147691528939,-0.331227711394915,-0.332311100674269,-1.58384494856386,-1.41619670277522,"Terran",-2.7005076545469,-0.372420941374536,"M",-1.00037570481476,-0.614805264352685,-0.585876758546885,"habitable"
"Kepler-202 c",-0.665627041440327,-0.684713597553255,-0.334581260557697,-0.0876166131073927,-0.337020912999549,-0.305414581391173,-0.346547507343849,-0.642999809651804,-0.449618880792978,"Superterran",-0.861418606594097,-0.260902084171508,"K",-0.810380310553096,-0.440533613708831,-0.4172356208391,"non-habitable"
"226",-0.673051723382104,-0.688784407523126,0.665572943476411,1.29633398157674,0.635305211873866,0.851117402445069,0.55017643189312,-1.59616284217926,-1.43603766519382,"Superterran",-0.0794673974061454,-0.205040198327969,"G",-0.48010684166869,-0.288750204695474,-0.27824407456281,"habitable"
"K2-296 b",-0.65862442663139,-0.680778545702807,-0.287424824237158,0.201473522834864,-0.291176547395275,-0.250885063214412,-0.304267721719621,-1.54051685607264,-1.35181057701352,"Superterran",-2.18460982467942,-0.353614523812316,"M",-0.997362568365248,-0.594387731474615,-0.56495803645116,"habitable"
"Kepler-179 b",-0.742113402347394,-0.725899184463663,-0.510791223842794,-0.933789620544325,-0.508328047513419,-0.509175619026998,-0.504534837470018,0.773446291296453,0.714392151258438,"Superterran",-0.0707138392804725,-0.232689521627183,"G",-0.600413434249709,-0.337264498405981,-0.3239858270591,"non-habitable"
"Kepler-186 e",-0.890181254742566,-0.797432045939634,-0.341215211403811,0.0799780743145459,-0.343470282199602,-0.313085774794931,-0.352495412688281,-1.19497136564693,-0.954420054548146,"Terran",-2.21265341026755,-0.307923021745384,"M",-0.969935014953373,-0.55971713120734,-0.529147552464407,"non-habitable"
"Kepler-1035 b",-0.964369311262844,-0.816941008160354,-0.506488485138319,-0.93702989893077,-0.504145027301146,-0.504200131337457,-0.500677063553735,1.11547852361329,0.990565207574129,"Terran",0.446944928892846,-0.166860209023758,"G",-0.207402701189566,-0.173753558735829,-0.173720720625281,"non-habitable"
"288",-0.566509989024093,-0.623071301104025,-0.0787808159879071,0.529467406521603,-0.0883378059284325,-0.00961879866964827,-0.117200491265748,-1.58032651702454,-1.40895162713009,"Superterran",-1.84886463919085,-0.300194514234553,"K",-0.946151186599628,-0.537266663129252,-0.507825508126084,"habitable"
"464",-1.10874053900537,-0.832400859653964,-0.499051183979806,-0.306791384789226,-0.496734293418894,-0.502534250803308,-0.488645522779971,-1.81804146201732,-1.89980564600343,"Terran",-4.5932378730384,-0.433312188609051,"M",-1.02800821451186,-0.672508214150954,-0.644597673739233,"habitable"
"Kepler-149 d",-0.132855086893218,-0.277193053387113,0.512534228629085,1.14533363122574,0.486524613879166,0.674150522965662,0.412964111352819,-1.4229420599329,-1.20192369027187,"Neptunian",0.0211155417329981,-0.173129667366941,"G",-0.382158186152303,-0.238856405593221,-0.230522045461928,"non-habitable"
"72",-0.557402712313276,-0.620489695736981,-0.226106672018582,0.328802813389499,-0.226158181634062,-0.252428840305246,-0.194516432422109,-1.57726177361127,-1.41322478075372,"Superterran",-2.69669239567309,-0.315502905789226,"K",-0.989216743190524,-0.582577174532541,-0.551204150792901,"habitable"
"471",-0.717203409580578,-0.712601205130556,-0.36810591929894,0.00886460363267927,-0.368666766615837,-0.364737535597851,-0.360809208499416,-1.54668025214934,-1.36312414497675,"Terran",-2.78643323146344,-0.369743180263797,"M",-1.01177156176116,-0.619845972259828,-0.590105689152553,"habitable"
"HD 154857 b",1.69271933400266,1.51674023485134,1.43875937754207,1.66112835749759,1.52530779990762,0.892753288894693,1.75117665016597,-1.28377139718388,-1.11279320602384,"Jovian",0.256593763912081,0.250058770797937,"G",1.12887350145947,0.468529718039025,0.440550954877696,"non-habitable"
"bet Cnc b",2.2348521783906,1.38961040836618,1.84357165874096,1.87770119210322,1.78533707587867,2.0664077217157,1.71464916216268,0.544461782008998,0.527350505094399,"Jovian",-1.67891642205728,14.3249927512446,"K",6.87773213830715,12.8621528513275,13.0700225932542,"non-habitable"
"K2-15 b",-0.470733200210053,-0.563324499291,-0.38365122111514,-0.25303772547471,-0.384725561346837,-0.362156810340829,-0.390542931401249,-0.26150714840754,-0.128718634440816,"Superterran",-0.27426037485789,-0.257767354999917,"G",-0.713359124733971,-0.391186901553091,-0.37406952868034,"non-habitable"
"Kepler-1148 b.1",-0.72140280529181,-0.715060872118818,-0.5502804378715,-1.25085495022272,-0.546718521998211,-0.554839116572219,-0.539940301365849,1.27593038995923,1.12001241180064,"Superterran",-0.368140545115331,-0.229554792455591,"K",-0.656971312884267,-0.360840093088427,-0.343778896195632,"non-habitable"
"K2-121 b",0.355658380048745,0.407788286807041,-0.471953953852592,-0.65521883695313,-0.470571377514013,-0.46426599936297,-0.469713897264646,0.0263824878563063,0.10804172365962,"Jovian",-1.0190171961409,-0.257767354999917,"K",-0.824355505780818,-0.448158246461106,-0.423511955545177,"non-habitable"
"HAT-P-8 b.1",1.38910191080414,1.99234955162326,-0.489955797154045,-0.885614654811785,-0.488072341332671,-0.485082496921209,-0.485854092220278,1.54911043305804,1.34031899058756,"Jovian",0.900764407272686,0.0212235412717439,"F",0.782691426205088,0.248662644569093,0.21780276509582,"non-habitable"
"Kepler-1201 b",-0.52562600061507,-0.60017476126347,-0.30665638764163,-0.123784691801918,-0.309873015844745,-0.273123552126157,-0.321510466112621,0.343792479214033,0.366527814807319,"Superterran",0.877688225499881,-0.0822225213907819,"F",0.346014287569824,0.0477065837616589,0.029531620341443,"non-habitable"
"WTS-2 b",1.32670591044303,1.91214604027142,-0.55254342279865,-1.27383840721559,-0.548918542111097,-0.557455927496606,-0.541969261250358,1.27738786231129,1.12118807290966,"Jovian",-0.434835632836848,-0.235824250798775,"K",-0.686635494826195,-0.375218455763045,-0.357089551419342,"non-habitable"
"189",-0.732338704766804,-0.719702146231831,0.365376529942855,1.06607126178937,0.343461399895023,0.503984178104147,0.281024625698802,-1.68611879001204,-1.58974345609908,"Terran",-1.05134359368167,-0.260463800737673,"M",-0.795172142352018,-0.441946907067954,-0.418917941715776,"habitable"
"142",-0.517666447937271,-0.594499059721278,0.598058510543546,1.26371998523712,0.577318041252847,0.706099906160576,0.53618775015032,-1.58541769837553,-1.42102373288806,"Superterran",-0.138772399322455,-0.212291694734807,"G",-0.553808203940877,-0.314341446141087,-0.301244934108496,"habitable"
"316",-0.73070688740196,-0.718654153439027,-0.0664691523103565,0.635461702212044,-0.0585418792884676,-0.132163616251858,-0.00683938353656596,-1.73608712210878,-1.7066321132796,"Superterran",-2.45831589030774,-0.325595399745367,"M",-0.986908406750131,-0.580787937323573,-0.550237962648976,"habitable"
